	protein1	protein2	cost
41795	PA14_37530	PA14_37560	1.5
41796	PA14_37530	PA14_37550	1.5
41797	PA14_37510	PA14_37550	1.5
41798	PA14_37470	PA14_37490	1.5
41799	PA14_37460	PA14_37490	1.5
41800	PA14_37440	PA14_37490	1.5
41801	PA14_37460	PA14_37470	1.5
41802	PA14_37440	PA14_37470	1.5
41803	PA14_37370	PA14_37380	1.5
41804	PA14_37360	PA14_37380	1.5
41805	PA14_37360	PA14_37370	1.5
41806	PA14_37270	PA14_37310	1.5
41807	PA14_37260	PA14_37310	1.5
41808	PA14_37250	PA14_37310	1.5
41809	PA14_37270	PA14_37290	1.5
41810	PA14_37260	PA14_37290	1.5
41811	PA14_37250	PA14_37290	1.5
41812	PA14_32200	PA14_37190	1.5
41813	PA14_25760	PA14_37190	1.5
41814	PA14_17900	PA14_37190	1.5
41815	PA14_37190	PA14_65350	1.5
41816	PA14_36990	PA14_37040	1.5
41817	PA14_36990	PA14_37000	1.5
41818	PA14_36880	PA14_36890	1.5
41819	PA14_36870	PA14_36890	1.5
41820	PA14_36870	PA14_36880	1.5
41821	PA14_09600	PA14_36840	1.5
41822	PA14_36840	PA14_58150	1.5
41823	PA14_36840	PA14_61660	1.5
41824	PA14_18430	PA14_36810	1.5
41825	PA14_34640	PA14_36710	1.5
41826	PA14_29970	PA14_36710	1.5
41827	PA14_23220	PA14_36710	1.5
41828	PA14_22890	PA14_36710	1.5
41829	PA14_36710	PA14_58030	1.5
41830	PA14_36710	PA14_63090	1.5
41831	PA14_36710	PA14_63570	1.5
41832	PA14_36710	PA14_68980	1.5
41833	PA14_36680	PA14_36700	1.5
41834	PA14_36650	PA14_36680	1.5
41835	PA14_36570	PA14_36620	1.5
41836	PA14_36590	PA14_36605	1.5
41837	PA14_36570	PA14_36605	1.5
41838	PA14_36570	PA14_36580	1.5
41839	PA14_36320	PA14_62630	1.5
41840	PA14_34190	PA14_36310	1.5
41841	PA14_36310	PA14_64390	1.5
41842	PA14_36310	PA14_67490	1.5
41843	PA14_36220	PA14_36230	1.5
41844	PA14_36130	PA14_36170	1.5
41845	PA14_36100	PA14_36120	1.5
41846	PA14_36070	PA14_36080	1.5
41847	PA14_35590	PA14_35690	1.5
41848	PA14_35590	PA14_35670	1.5
41849	PA14_35570	PA14_35670	1.5
41850	PA14_35620	PA14_35650	1.5
41851	PA14_35590	PA14_35640	1.5
41852	PA14_35570	PA14_35630	1.5
41853	PA14_35590	PA14_35620	1.5
41854	PA14_35570	PA14_35590	1.5
41855	PA14_18110	PA14_35540	1.5
41856	PA14_35540	PA14_70080	1.5
41857	PA14_35520	PA14_35530	1.5
41858	PA14_23920	PA14_35530	1.5
41859	PA14_23760	PA14_35530	1.5
41860	PA14_18120	PA14_35530	1.5
41861	PA14_35530	PA14_57710	1.5
41862	PA14_35530	PA14_60890	1.5
41863	PA14_35530	PA14_61710	1.5
41864	PA14_35530	PA14_69990	1.5
41865	PA14_35530	PA14_71440	1.5
41866	PA14_33040	PA14_35520	1.5
41867	PA14_35520	PA14_62930	1.5
41868	PA14_35520	PA14_71460	1.5
41869	PA14_33030	PA14_35500	1.5
41870	PA14_33000	PA14_35500	1.5
41871	PA14_28650	PA14_35500	1.5
41872	PA14_23920	PA14_35500	1.5
41873	PA14_19870	PA14_35500	1.5
41874	PA14_35500	PA14_68740	1.5
41875	PA14_33860	PA14_35490	1.5
41876	PA14_28650	PA14_35490	1.5
41877	PA14_27960	PA14_35490	1.5
41878	PA14_23790	PA14_35490	1.5
41879	PA14_23280	PA14_35490	1.5
41880	PA14_23270	PA14_35490	1.5
41881	PA14_19870	PA14_35490	1.5
41882	PA14_15340	PA14_35490	1.5
41883	PA14_14730	PA14_35490	1.5
41884	PA14_35490	PA14_58030	1.5
41885	PA14_35490	PA14_60370	1.5
41886	PA14_35490	PA14_62940	1.5
41887	PA14_35490	PA14_63090	1.5
41888	PA14_35490	PA14_65230	1.5
41889	PA14_35490	PA14_68350	1.5
41890	PA14_35490	PA14_68740	1.5
41891	PA14_35490	PA14_69200	1.5
41892	PA14_35490	PA14_70280	1.5
41893	PA14_13780	PA14_35440	1.5
41894	PA14_35440	PA14_57210	1.5
41895	PA14_35440	PA14_57800	1.5
41896	PA14_35440	PA14_64390	1.5
41897	PA14_35440	PA14_67250	1.5
41898	PA14_35440	PA14_68740	1.5
41899	PA14_35400	PA14_35430	1.5
41900	PA14_35400	PA14_35420	1.5
41901	PA14_35390	PA14_35400	1.5
41902	PA14_35340	PA14_35370	1.5
41903	PA14_35330	PA14_35370	1.5
41904	PA14_30650	PA14_35370	1.5
41905	PA14_20590	PA14_35370	1.5
41906	PA14_35370	PA14_64190	1.5
41907	PA14_35370	PA14_70800	1.5
41908	PA14_35270	PA14_35290	1.5
41909	PA14_17320	PA14_35290	1.5
41910	PA14_35290	PA14_71500	1.5
41911	PA14_35190	PA14_57340	1.5
41912	PA14_35190	PA14_57370	1.5
41913	PA14_35190	PA14_66670	1.5
41914	PA14_35100	PA14_35110	1.5
41915	PA14_33680	PA14_35110	1.5
41916	PA14_20010	PA14_35110	1.5
41917	PA14_32380	PA14_35100	1.5
41918	PA14_31810	PA14_35100	1.5
41919	PA14_15070	PA14_35100	1.5
41920	PA14_35100	PA14_69570	1.5
41921	PA14_30180	PA14_34970	1.5
41922	PA14_29850	PA14_34970	1.5
41923	PA14_14800	PA14_34970	1.5
41924	PA14_13030	PA14_34970	1.5
41925	PA14_34970	PA14_62620	1.5
41926	PA14_34970	PA14_63605	1.5
41927	PA14_34970	PA14_71630	1.5
41928	PA14_34810	PA14_34850	1.5
41929	PA14_34750	PA14_34790	1.5
41930	PA14_34750	PA14_34780	1.5
41931	PA14_34700	PA14_34710	1.5
41932	PA14_34600	PA14_34660	1.5
41933	PA14_32060	PA14_34660	1.5
41934	PA14_22930	PA14_34640	1.5
41935	PA14_34600	PA14_34630	1.5
41936	PA14_34490	PA14_34520	1.5
41937	PA14_34500	PA14_34510	1.5
41938	PA14_34490	PA14_34500	1.5
41939	PA14_34420	PA14_34440	1.5
41940	PA14_34410	PA14_34440	1.5
41941	PA14_34370	PA14_34440	1.5
41942	PA14_34360	PA14_34440	1.5
41943	PA14_34340	PA14_34440	1.5
41944	PA14_30650	PA14_34440	1.5
41945	PA14_28720	PA14_34440	1.5
41946	PA14_18110	PA14_34440	1.5
41947	PA14_13730	PA14_34440	1.5
41948	PA14_09260	PA14_34440	1.5
41949	PA14_34440	PA14_62540	1.5
41950	PA14_34440	PA14_67680	1.5
41951	PA14_34440	PA14_70750	1.5
41952	PA14_34440	PA14_72380	1.5
41953	PA14_34390	PA14_34420	1.5
41954	PA14_34350	PA14_34420	1.5
41955	PA14_34370	PA14_34410	1.0
41956	PA14_34350	PA14_34410	1.5
41957	PA14_34370	PA14_34390	1.5
41958	PA14_34360	PA14_34370	1.5
41959	PA14_34350	PA14_34370	1.5
41960	PA14_17320	PA14_34360	1.5
41961	PA14_17310	PA14_34360	1.5
41962	PA14_34360	PA14_70390	1.5
41963	PA14_34340	PA14_34350	1.5
41964	PA14_32150	PA14_34350	1.5
41965	PA14_25530	PA14_34340	1.5
41966	PA14_22890	PA14_34340	1.5
41967	PA14_17310	PA14_34340	1.5
41968	PA14_34340	PA14_62540	1.5
41969	PA14_34340	PA14_66310	1.5
41970	PA14_34280	PA14_34320	1.5
41971	PA14_34260	PA14_34320	1.5
41972	PA14_34280	PA14_34300	1.5
41973	PA14_34260	PA14_34290	1.5
41974	PA14_34270	PA14_34280	1.5
41975	PA14_34260	PA14_34280	1.5
41976	PA14_34200	PA14_34210	1.5
41977	PA14_34190	PA14_34200	1.5
41978	PA14_34180	PA14_34200	1.5
41979	PA14_33450	PA14_34190	1.5
41980	PA14_32230	PA14_34190	1.5
41981	PA14_32100	PA14_34190	1.5
41982	PA14_34190	PA14_70680	1.5
41983	PA14_34190	PA14_70690	1.5
41984	PA14_28060	PA14_34180	1.5
41985	PA14_23090	PA14_34180	1.5
41986	PA14_11690	PA14_34180	1.5
41987	PA14_34180	PA14_56240	1.5
41988	PA14_34180	PA14_64770	1.5
41989	PA14_34180	PA14_66820	1.5
41990	PA14_34180	PA14_66830	1.5
41991	PA14_34180	PA14_67770	1.5
41992	PA14_34180	PA14_68370	1.5
41993	PA14_33940	PA14_33960	1.5
41994	PA14_27960	PA14_33860	1.5
41995	PA14_23220	PA14_33860	1.5
41996	PA14_17270	PA14_33860	1.5
41997	PA14_13780	PA14_33860	1.5
41998	PA14_33860	PA14_58030	1.5
41999	PA14_33860	PA14_63090	1.5
42000	PA14_18470	PA14_33820	1.5
42001	PA14_33750	PA14_33770	1.5
42002	PA14_33720	PA14_69610	1.5
42003	PA14_33680	PA14_33700	1.5
42004	PA14_33650	PA14_33690	1.5
42005	PA14_20330	PA14_33690	1.5
42006	PA14_10160	PA14_33690	1.5
42007	PA14_33690	PA14_62000	1.5
42008	PA14_33690	PA14_70810	1.5
42009	PA14_23030	PA14_33680	1.5
42010	PA14_13620	PA14_33680	1.5
42011	PA14_33280	PA14_33650	1.5
42012	PA14_33270	PA14_33630	1.5
42013	PA14_33550	PA14_33560	1.5
42014	PA14_33530	PA14_33560	1.5
42015	PA14_20400	PA14_33550	1.5
42016	PA14_33450	PA14_67490	1.5
42017	PA14_33280	PA14_57760	1.5
42018	PA14_21760	PA14_33270	1.5
42019	PA14_33070	PA14_33110	1.5
42020	PA14_23270	PA14_33040	1.5
42021	PA14_19140	PA14_33040	1.5
42022	PA14_33040	PA14_66440	1.5
42023	PA14_33040	PA14_70950	1.5
42024	PA14_25080	PA14_33030	1.5
42025	PA14_33030	PA14_57710	1.5
42026	PA14_33030	PA14_57720	1.5
42027	PA14_33030	PA14_60710	1.5
42028	PA14_33030	PA14_68740	1.5
42029	PA14_33030	PA14_68870	1.5
42030	PA14_33030	PA14_70940	1.5
42031	PA14_19870	PA14_33010	1.5
42032	PA14_19140	PA14_33010	1.5
42033	PA14_33010	PA14_60710	1.5
42034	PA14_33010	PA14_66610	1.5
42035	PA14_33010	PA14_70280	1.5
42036	PA14_33010	PA14_70940	1.5
42037	PA14_32985	PA14_33000	1.5
42038	PA14_28060	PA14_33000	1.5
42039	PA14_10420	PA14_33000	1.5
42040	PA14_33000	PA14_61710	1.5
42041	PA14_33000	PA14_62830	1.5
42042	PA14_33000	PA14_69500	1.5
42043	PA14_32710	PA14_32720	1.5
42044	PA14_32700	PA14_32720	1.5
42045	PA14_32660	PA14_32670	1.5
42046	PA14_32650	PA14_32660	1.5
42047	PA14_32580	PA14_32610	1.5
42048	PA14_32570	PA14_32610	1.5
42049	PA14_30310	PA14_32610	1.5
42050	PA14_23560	PA14_32610	1.5
42051	PA14_17100	PA14_32610	1.5
42052	PA14_08940	PA14_32610	1.5
42053	PA14_08910	PA14_32610	1.5
42054	PA14_08730	PA14_32610	1.5
42055	PA14_08720	PA14_32610	1.5
42056	PA14_32610	PA14_63060	1.5
42057	PA14_32590	PA14_32600	1.5
42058	PA14_32570	PA14_32600	1.5
42059	PA14_18110	PA14_32410	1.5
42060	PA14_32410	PA14_68700	1.5
42061	PA14_18790	PA14_32400	1.5
42062	PA14_09530	PA14_32400	1.5
42063	PA14_32380	PA14_32390	1.5
42064	PA14_18790	PA14_32390	1.5
42065	PA14_09340	PA14_32380	1.5
42066	PA14_32340	PA14_32350	1.5
42067	PA14_32330	PA14_32340	1.5
42068	PA14_32230	PA14_32240	1.5
42069	PA14_32110	PA14_32240	1.5
42070	PA14_32200	PA14_32220	1.5
42071	PA14_23090	PA14_32220	1.5
42072	PA14_32220	PA14_70680	1.5
42073	PA14_12970	PA14_32200	1.5
42074	PA14_18140	PA14_32150	1.5
42075	PA14_32150	PA14_71470	1.5
42076	PA14_32150	PA14_71490	1.5
42077	PA14_32150	PA14_71630	1.5
42078	PA14_32130	PA14_32140	1.5
42079	PA14_32110	PA14_32140	1.5
42080	PA14_10230	PA14_32130	1.5
42081	PA14_32130	PA14_70690	1.5
42082	PA14_32080	PA14_32110	1.5
42083	PA14_29940	PA14_32110	1.5
42084	PA14_20970	PA14_32110	1.5
42085	PA14_32110	PA14_64810	1.5
42086	PA14_32100	PA14_70390	1.5
42087	PA14_18140	PA14_32080	1.5
42088	PA14_32080	PA14_71510	1.5
42089	PA14_30650	PA14_32060	1.5
42090	PA14_19120	PA14_32060	1.5
42091	PA14_17900	PA14_32060	1.5
42092	PA14_13730	PA14_32060	1.5
42093	PA14_09260	PA14_32060	1.5
42094	PA14_32060	PA14_64570	1.5
42095	PA14_32060	PA14_68700	1.5
42096	PA14_32060	PA14_69370	1.5
42097	PA14_32060	PA14_69470	1.5
42098	PA14_32060	PA14_70750	1.5
42099	PA14_31010	PA14_31970	1.5
42100	PA14_31010	PA14_31960	1.5
42101	PA14_31010	PA14_31950	1.5
42102	PA14_31970	PA14_31990	1.5
42103	PA14_31960	PA14_31990	1.5
42104	PA14_31890	PA14_31920	1.5
42105	PA14_31810	PA14_56780	1.5
42106	PA14_31730	PA14_31760	1.5
42107	PA14_31720	PA14_31750	1.5
42108	PA14_31680	PA14_31690	1.0
42109	PA14_31650	PA14_72490	1.5
42110	PA14_20970	PA14_31290	1.5
42111	PA14_30810	PA14_70690	1.5
42112	PA14_30660	PA14_30670	1.5
42113	PA14_30650	PA14_30670	1.5
42114	PA14_25660	PA14_30670	1.5
42115	PA14_17190	PA14_30670	1.5
42116	PA14_30670	PA14_64110	1.5
42117	PA14_30670	PA14_65500	0.5
42118	PA14_25230	PA14_30660	1.5
42119	PA14_30660	PA14_62490	1.5
42120	PA14_30660	PA14_65660	1.5
42121	PA14_30660	PA14_70570	1.5
42122	PA14_30650	PA14_60600	1.5
42123	PA14_30650	PA14_64570	1.5
42124	PA14_30650	PA14_70750	1.5
42125	PA14_12130	PA14_30630	1.5
42126	PA14_30630	PA14_58780	1.5
42127	PA14_30460	PA14_30500	1.5
42128	PA14_30360	PA14_30370	1.5
42129	PA14_12130	PA14_30340	1.5
42130	PA14_12010	PA14_30340	1.5
42131	PA14_30340	PA14_58780	1.5
42132	PA14_30340	PA14_66900	1.5
42133	PA14_28710	PA14_30330	1.5
42134	PA14_28670	PA14_30330	1.5
42135	PA14_28650	PA14_30330	1.5
42136	PA14_23840	PA14_30330	1.5
42137	PA14_23560	PA14_30330	1.5
42138	PA14_23280	PA14_30330	1.5
42139	PA14_20650	PA14_30330	1.5
42140	PA14_19050	PA14_30330	1.5
42141	PA14_17040	PA14_30330	1.5
42142	PA14_16050	PA14_30330	1.5
42143	PA14_30330	PA14_57670	1.5
42144	PA14_30330	PA14_57710	1.5
42145	PA14_30330	PA14_58170	1.5
42146	PA14_30330	PA14_58190	1.5
42147	PA14_30330	PA14_62150	1.5
42148	PA14_30330	PA14_64980	1.5
42149	PA14_30330	PA14_66940	1.5
42150	PA14_30330	PA14_68740	1.5
42151	PA14_30330	PA14_70040	1.5
42152	PA14_30330	PA14_72450	1.5
42153	PA14_30310	PA14_30320	1.5
42154	PA14_30290	PA14_30320	1.5
42155	PA14_30290	PA14_30310	1.5
42156	PA14_30270	PA14_30280	1.5
42157	PA14_26890	PA14_30280	1.5
42158	PA14_25740	PA14_30280	1.5
42159	PA14_29920	PA14_30270	1.5
42160	PA14_27210	PA14_30270	1.5
42161	PA14_30270	PA14_58050	1.5
42162	PA14_30270	PA14_58180	1.5
42163	PA14_30270	PA14_62730	1.5
42164	PA14_30270	PA14_65280	1.5
42165	PA14_19050	PA14_30240	1.5
42166	PA14_30240	PA14_57580	1.0
42167	PA14_30240	PA14_63530	1.5
42168	PA14_30240	PA14_67110	1.5
42169	PA14_28710	PA14_30230	1.5
42170	PA14_08980	PA14_30230	1.0
42171	PA14_30230	PA14_57590	1.0
42172	PA14_30230	PA14_60450	1.0
42173	PA14_22940	PA14_30200	1.5
42174	PA14_18670	PA14_30200	1.5
42175	PA14_30200	PA14_56010	1.5
42176	PA14_30200	PA14_70800	1.5
42177	PA14_23760	PA14_30190	1.5
42178	PA14_14730	PA14_30190	1.5
42179	PA14_13040	PA14_30190	1.5
42180	PA14_10500	PA14_30190	1.5
42181	PA14_10230	PA14_30190	1.5
42182	PA14_30190	PA14_62630	1.5
42183	PA14_30190	PA14_62930	1.5
42184	PA14_30190	PA14_68730	1.5
42185	PA14_30190	PA14_70670	1.5
42186	PA14_29890	PA14_30180	1.5
42187	PA14_30180	PA14_73240	1.5
42188	PA14_30150	PA14_30160	1.5
42189	PA14_30130	PA14_30160	1.5
42190	PA14_30130	PA14_30150	1.5
42191	PA14_25560	PA14_30150	1.5
42192	PA14_14040	PA14_30150	1.5
42193	PA14_30150	PA14_62450	1.5
42194	PA14_26890	PA14_30110	1.5
42195	PA14_25740	PA14_30110	1.5
42196	PA14_25390	PA14_30110	1.5
42197	PA14_23800	PA14_30110	1.5
42198	PA14_23790	PA14_30110	1.5
42199	PA14_23750	PA14_30110	1.5
42200	PA14_23320	PA14_30110	1.5
42201	PA14_23280	PA14_30110	1.5
42202	PA14_18740	PA14_30110	1.5
42203	PA14_16090	PA14_30110	1.5
42204	PA14_14820	PA14_30110	1.5
42205	PA14_14700	PA14_30110	1.5
42206	PA14_12120	PA14_30110	1.5
42207	PA14_30110	PA14_57720	1.5
42208	PA14_30110	PA14_60420	1.5
42209	PA14_30110	PA14_60890	1.5
42210	PA14_30110	PA14_61770	1.5
42211	PA14_30110	PA14_62940	1.5
42212	PA14_30110	PA14_66560	1.5
42213	PA14_30110	PA14_66610	1.5
42214	PA14_30110	PA14_66950	1.5
42215	PA14_30110	PA14_67600	1.5
42216	PA14_30110	PA14_67890	1.5
42217	PA14_30110	PA14_69940	1.5
42218	PA14_30110	PA14_70260	1.5
42219	PA14_30110	PA14_70280	1.5
42220	PA14_30110	PA14_70470	1.5
42221	PA14_30110	PA14_70950	1.5
42222	PA14_30110	PA14_71460	1.5
42223	PA14_30110	PA14_71620	1.5
42224	PA14_30070	PA14_30090	1.5
42225	PA14_29990	PA14_30020	0.5
42226	PA14_29970	PA14_30020	0.5
42227	PA14_29940	PA14_30020	0.5
42228	PA14_29920	PA14_30020	0.5
42229	PA14_29890	PA14_30020	1.0
42230	PA14_29880	PA14_30020	1.0
42231	PA14_25860	PA14_30020	1.5
42232	PA14_29970	PA14_30010	0.5
42233	PA14_29940	PA14_30010	0.5
42234	PA14_29900	PA14_30010	0.5
42235	PA14_29940	PA14_29990	1.0
42236	PA14_29900	PA14_29990	0.5
42237	PA14_29860	PA14_29990	0.5
42238	PA14_29850	PA14_29990	0.5
42239	PA14_13040	PA14_29990	0.5
42240	PA14_29990	PA14_66310	1.5
42241	PA14_29900	PA14_29980	0.5
42242	PA14_29890	PA14_29980	0.5
42243	PA14_29880	PA14_29980	0.5
42244	PA14_29850	PA14_29980	0.5
42245	PA14_29980	PA14_60700	0.5
42246	PA14_29890	PA14_29970	0.5
42247	PA14_29880	PA14_29970	0.5
42248	PA14_29860	PA14_29970	0.5
42249	PA14_29850	PA14_29970	0.5
42250	PA14_16690	PA14_29970	1.5
42251	PA14_13030	PA14_29970	0.5
42252	PA14_29970	PA14_56240	1.5
42253	PA14_29970	PA14_63605	1.5
42254	PA14_29970	PA14_73310	1.5
42255	PA14_29930	PA14_29940	0.5
42256	PA14_29890	PA14_29940	0.5
42257	PA14_29880	PA14_29940	0.5
42258	PA14_29850	PA14_29940	0.5
42259	PA14_29940	PA14_63580	1.5
42260	PA14_29940	PA14_66290	1.5
42261	PA14_29940	PA14_68580	1.5
42262	PA14_29930	PA14_63580	1.5
42263	PA14_29900	PA14_29920	0.5
42264	PA14_29890	PA14_29920	0.5
42265	PA14_13800	PA14_29920	0.5
42266	PA14_29920	PA14_57210	1.5
42267	PA14_29920	PA14_58030	1.5
42268	PA14_29920	PA14_58870	1.5
42269	PA14_29920	PA14_62620	1.5
42270	PA14_29920	PA14_63580	1.5
42271	PA14_29920	PA14_66900	1.5
42272	PA14_29920	PA14_69200	1.5
42273	PA14_29920	PA14_73230	1.5
42274	PA14_29920	PA14_73280	1.5
42275	PA14_29890	PA14_29900	0.5
42276	PA14_29860	PA14_29900	0.5
42277	PA14_29850	PA14_29900	0.5
42278	PA14_20180	PA14_29900	1.5
42279	PA14_17320	PA14_29900	1.5
42280	PA14_29900	PA14_63580	1.5
42281	PA14_29900	PA14_69200	1.5
42282	PA14_29640	PA14_29890	1.5
42283	PA14_29890	PA14_66290	1.5
42284	PA14_29890	PA14_68580	1.5
42285	PA14_29890	PA14_73230	1.5
42286	PA14_29890	PA14_73240	1.5
42287	PA14_29890	PA14_73260	1.5
42288	PA14_17490	PA14_29880	1.5
42289	PA14_13030	PA14_29880	0.5
42290	PA14_29880	PA14_62620	1.5
42291	PA14_29880	PA14_66900	1.5
42292	PA14_23220	PA14_29860	1.5
42293	PA14_25330	PA14_29640	1.5
42294	PA14_13800	PA14_29640	1.5
42295	PA14_29490	PA14_29520	1.5
42296	PA14_29480	PA14_29520	1.5
42297	PA14_29490	PA14_29510	1.5
42298	PA14_29480	PA14_29490	1.5
42299	PA14_29220	PA14_29230	1.5
42300	PA14_29210	PA14_29220	1.5
42301	PA14_29100	PA14_29110	1.5
42302	PA14_23280	PA14_29110	1.5
42303	PA14_18610	PA14_29110	1.5
42304	PA14_16070	PA14_29110	1.5
42305	PA14_29110	PA14_66260	1.5
42306	PA14_29110	PA14_66610	1.5
42307	PA14_29110	PA14_67920	1.5
42308	PA14_29110	PA14_68330	1.5
42309	PA14_29110	PA14_69500	1.5
42310	PA14_29110	PA14_70280	1.5
42311	PA14_29020	PA14_67490	1.5
42312	PA14_28920	PA14_28930	1.5
42313	PA14_28895	PA14_28920	1.5
42314	PA14_28690	PA14_28720	1.5
42315	PA14_23330	PA14_28720	1.5
42316	PA14_18700	PA14_28720	1.5
42317	PA14_16530	PA14_28720	1.5
42318	PA14_09200	PA14_28720	1.5
42319	PA14_09070	PA14_28720	1.5
42320	PA14_08980	PA14_28720	1.5
42321	PA14_08950	PA14_28720	1.0
42322	PA14_08920	PA14_28720	1.5
42323	PA14_08840	PA14_28720	1.5
42324	PA14_08750	PA14_28720	1.5
42325	PA14_28720	PA14_60370	1.5
42326	PA14_28720	PA14_69200	1.5
42327	PA14_28720	PA14_70190	1.5
42328	PA14_23560	PA14_28710	1.5
42329	PA14_21880	PA14_28710	1.5
42330	PA14_17320	PA14_28710	1.5
42331	PA14_14890	PA14_28710	1.5
42332	PA14_12230	PA14_28710	1.5
42333	PA14_08680	PA14_28710	1.5
42334	PA14_08830	PA14_28710	1.5
42335	PA14_28710	PA14_60370	1.5
42336	PA14_28710	PA14_62490	1.5
42337	PA14_28710	PA14_62960	1.5
42338	PA14_28710	PA14_63530	1.5
42339	PA14_28710	PA14_63540	1.5
42340	PA14_28710	PA14_66750	1.0
42341	PA14_22450	PA14_28690	1.5
42342	PA14_17460	PA14_28690	1.5
42343	PA14_17070	PA14_28690	1.5
42344	PA14_16530	PA14_28690	1.5
42345	PA14_14470	PA14_28690	1.5
42346	PA14_13410	PA14_28690	1.5
42347	PA14_10420	PA14_28690	1.5
42348	PA14_28690	PA14_58190	1.5
42349	PA14_28690	PA14_65180	1.5
42350	PA14_28690	PA14_65270	1.5
42351	PA14_28690	PA14_69000	1.5
42352	PA14_24270	PA14_28680	1.5
42353	PA14_23840	PA14_28680	1.5
42354	PA14_17460	PA14_28680	1.5
42355	PA14_17070	PA14_28680	1.5
42356	PA14_10420	PA14_28680	1.5
42357	PA14_09100	PA14_28680	1.5
42358	PA14_09030	PA14_28680	1.5
42359	PA14_09010	PA14_28680	1.5
42360	PA14_08990	PA14_28680	1.5
42361	PA14_08940	PA14_28680	1.5
42362	PA14_08860	PA14_28680	1.5
42363	PA14_08810	PA14_28680	1.5
42364	PA14_08790	PA14_28680	1.5
42365	PA14_08740	PA14_28680	1.5
42366	PA14_08730	PA14_28680	1.5
42367	PA14_28680	PA14_60400	1.5
42368	PA14_28680	PA14_60450	1.5
42369	PA14_28680	PA14_63540	1.5
42370	PA14_28680	PA14_64080	1.5
42371	PA14_28680	PA14_64140	1.5
42372	PA14_28680	PA14_65170	1.5
42373	PA14_28680	PA14_70180	1.5
42374	PA14_25160	PA14_28670	1.5
42375	PA14_16050	PA14_28670	1.5
42376	PA14_09080	PA14_28670	1.5
42377	PA14_09030	PA14_28670	1.5
42378	PA14_09000	PA14_28670	1.5
42379	PA14_08980	PA14_28670	1.5
42380	PA14_08970	PA14_28670	1.5
42381	PA14_08960	PA14_28670	1.5
42382	PA14_08940	PA14_28670	1.5
42383	PA14_08890	PA14_28670	1.5
42384	PA14_28670	PA14_61710	1.5
42385	PA14_28670	PA14_62720	1.5
42386	PA14_24650	PA14_28660	1.5
42387	PA14_08730	PA14_28660	1.5
42388	PA14_28660	PA14_63540	1.5
42389	PA14_23560	PA14_28650	1.5
42390	PA14_19050	PA14_28650	1.5
42391	PA14_09090	PA14_28650	1.5
42392	PA14_08970	PA14_28650	1.5
42393	PA14_08720	PA14_28650	1.5
42394	PA14_28650	PA14_57670	1.5
42395	PA14_28650	PA14_58170	1.5
42396	PA14_28650	PA14_60370	1.5
42397	PA14_28650	PA14_60400	1.0
42398	PA14_28650	PA14_60450	1.5
42399	PA14_28650	PA14_60460	1.5
42400	PA14_28650	PA14_61700	1.5
42401	PA14_28650	PA14_61710	1.5
42402	PA14_28650	PA14_61790	1.5
42403	PA14_28650	PA14_69000	1.5
42404	PA14_08720	PA14_28450	1.5
42405	PA14_28450	PA14_60360	1.5
42406	PA14_28280	PA14_28290	1.5
42407	PA14_28060	PA14_62830	1.5
42408	PA14_23220	PA14_27960	1.5
42409	PA14_27960	PA14_62830	1.5
42410	PA14_27960	PA14_71490	1.5
42411	PA14_27810	PA14_72740	1.5
42412	PA14_27770	PA14_27780	1.5
42413	PA14_27755	PA14_27780	1.5
42414	PA14_27755	PA14_27770	1.5
42415	PA14_27520	PA14_27530	0.5
42416	PA14_27480	PA14_60445	1.5
42417	PA14_27420	PA14_27430	1.5
42418	PA14_27410	PA14_27430	1.5
42419	PA14_25080	PA14_27360	1.5
42420	PA14_27220	PA14_70470	1.5
42421	PA14_08970	PA14_27210	1.5
42422	PA14_08840	PA14_27210	1.5
42423	PA14_27210	PA14_60370	1.5
42424	PA14_27210	PA14_60450	1.5
42425	PA14_27210	PA14_61700	1.5
42426	PA14_27210	PA14_65320	1.5
42427	PA14_27130	PA14_27150	1.5
42428	PA14_27130	PA14_27140	1.5
42429	PA14_25580	PA14_27130	1.5
42430	PA14_08710	PA14_27110	1.5
42431	PA14_18120	PA14_27100	1.5
42432	PA14_27100	PA14_71490	1.5
42433	PA14_20040	PA14_27090	1.5
42434	PA14_27090	PA14_67720	1.5
42435	PA14_27020	PA14_62630	1.5
42436	PA14_27020	PA14_67500	1.5
42437	PA14_23320	PA14_26890	1.5
42438	PA14_17290	PA14_26890	0.5
42439	PA14_15740	PA14_26890	0.5
42440	PA14_15340	PA14_26890	0.5
42441	PA14_26890	PA14_56060	1.5
42442	PA14_26890	PA14_73070	1.5
42443	PA14_26730	PA14_26760	1.5
42444	PA14_26720	PA14_26760	1.5
42445	PA14_26690	PA14_26760	1.5
42446	PA14_26650	PA14_26760	1.5
42447	PA14_26640	PA14_26760	1.5
42448	PA14_26720	PA14_26730	1.5
42449	PA14_26640	PA14_26690	1.5
42450	PA14_26640	PA14_26670	1.5
42451	PA14_26500	PA14_26540	1.5
42452	PA14_26500	PA14_26530	1.5
42453	PA14_26460	PA14_26530	1.5
42454	PA14_23880	PA14_26530	1.5
42455	PA14_17130	PA14_26530	1.5
42456	PA14_11560	PA14_26530	1.5
42457	PA14_26530	PA14_61670	1.5
42458	PA14_26530	PA14_62600	1.5
42459	PA14_26530	PA14_68730	1.5
42460	PA14_26530	PA14_68980	1.5
