	protein1	protein2	cost
18078	PA0132	PA0245	1.5
18079	PA0245	PA0782	1.5
18080	PA0245	PA1004	1.5
18081	PA0245	PA5119	1.5
18082	PA0266	PA3166	1.5
18083	PA0266	PA4748	1.5
18084	PA0280	PA1071	1.5
18085	PA0293	PA1010	1.5
18086	PA0293	PA1587	1.5
18087	PA0293	PA4694	1.5
18088	PA0331	PA1375	1.5
18089	PA0342	PA0504	1.5
18090	PA0363	PA4868	1.5
18091	PA0393	PA5278	1.5
18092	PA0399	PA3167	1.5
18093	PA0402	PA4449	1.5
18094	PA0407	PA2444	1.5
18095	PA0432	PA4758	1.5
18096	PA0504	PA1272	1.5
18097	PA0551	PA3633	1.5
18098	PA0576	PA1456	1.5
18099	PA0610	PA2492	1.5
18100	PA0610	PA2622	1.5
18101	PA0610	PA4853	1.5
18102	PA0771	PA3134	1.5
18103	PA0895	PA3120	1.5
18104	PA0895	PA3167	0.5
18105	PA0895	PA5213	1.5
18106	PA0956	PA3802	1.5
18107	PA1002	PA3997	1.5
18108	PA1002	PA5213	1.5
18109	PA1010	PA4758	1.5
18110	PA1013	PA5298	1.5
18111	PA1013	PA5331	1.5
18112	PA1013	PA5336	1.5
18113	PA1070	PA5450	1.5
18114	PA1070	PA5451	1.5
18115	PA1071	PA5450	1.5
18116	PA1104	PA1444	1.5
18117	PA1298	PA1299	1.5
18118	PA1337	PA1780	1.5
18119	PA1384	PA3108	1.5
18120	PA1456	PA2622	1.5
18121	PA1546	PA2905	1.5
18122	PA1587	PA4696	1.5
18123	PA1671	PA4952	1.5
18124	PA1674	PA5259	1.5
18125	PA1698	PA3105	1.5
18126	PA1720	PA4559	1.5
18127	PA1778	PA3814	1.5
18128	PA1782	PA1783	1.5
18129	PA1843	PA4448	1.5
18130	PA1947	PA3609	1.5
18131	PA1950	PA3183	1.5
18132	PA2238	PA2245	1.5
18133	PA2249	PA3166	1.5
18134	PA2250	PA4007	1.5
18135	PA2399	PA2400	1.5
18136	PA2445	PA5119	1.5
18137	PA2445	PA5142	1.5
18138	PA2445	PA5421	1.5
18139	PA2515	PA5419	1.5
18140	PA2605	PA2607	1.5
18141	PA2611	PA4561	1.5
18142	PA2611	PA4696	1.5
18143	PA2623	PA4771	1.5
18144	PA2623	PA4976	1.5
18145	PA2630	PA2632	1.5
18146	PA2797	PA2798	1.5
18147	PA2904	PA5259	1.5
18148	PA2905	PA4669	1.5
18149	PA2978	PA2980	1.5
18150	PA3111	PA4376	1.5
18151	PA3113	PA4756	1.5
18152	PA3120	PA4696	1.5
18153	PA3134	PA4251	1.5
18154	PA3134	PA4665	1.5
18155	PA3149	PA3150	1.5
18156	PA3151	PA5066	1.5
18157	PA3151	PA5213	1.5
18158	PA3152	PA5100	1.5
18159	PA3167	PA5415	1.5
18160	PA3181	PA5419	1.5
18161	PA3266	PA4853	0.5
18162	PA3438	PA3977	1.5
18163	PA3537	PA4442	1.5
18164	PA3607	PA4997	1.5
18165	PA3633	PA3735	1.5
18166	PA3643	PA4749	1.5
18167	PA3653	PA4240	1.5
18168	PA3653	PA4245	1.5
18169	PA3653	PA4247	1.5
18170	PA3653	PA4665	1.5
18171	PA3735	PA4376	1.5
18172	PA3769	PA4854	0.5
18173	PA3808	PA3809	1.5
18174	PA3808	PA3813	1.0
18175	PA3814	PA3996	1.5
18176	PA4006	PA4051	1.5
18177	PA4007	PA5263	1.5
18178	PA4007	PA5429	1.5
18179	PA4237	PA4560	1.5
18180	PA4237	PA4743	1.5
18181	PA4245	PA4262	1.5
18182	PA4246	PA4741	1.5
18183	PA4267	PA4665	1.5
18184	PA4273	PA4665	1.5
18185	PA4274	PA4665	1.5
18186	PA4410	PA4450	1.5
18187	PA4443	PA4938	1.5
18188	PA4449	PA5013	1.5
18189	PA4563	PA4808	1.5
18190	PA4565	PA5322	1.5
18191	PA4568	PA4808	1.5
18192	PA4568	PA4945	1.5
18193	PA4598	PA5531	1.5
18194	PA4665	PA4934	1.5
18195	PA4695	PA5260	1.5
18196	PA4758	PA5015	1.5
18197	PA4759	PA5143	1.5
18198	PA4759	PA5373	1.5
18199	PA4945	PA5049	1.5
18200	PA5011	PA5322	1.5
18201	PA5039	PA5213	1.5
18202	PA5049	PA5080	1.5
18203	PA5050	PA5280	1.5
18204	PA5067	PA5092	1.5
18205	PA5159	PA5531	1.5
18206	PA5197	PA5570	1.5
18207	PA5215	PA5354	1.5
18208	PA5223	PA5320	1.5
18209	PA5323	PA5379	1.5
18210	PA5453	PA5552	1.5
18211	PA0009	PA4759	1.5
18212	PA0018	PA2617	1.5
18213	PA0018	PA3735	1.5
18214	PA0018	PA4237	1.0
18215	PA0024	PA4750	1.5
18216	PA1375	PA5034	1.5
18217	PA1456	PA2492	1.5
18218	PA1475	PA4457	1.5
18219	PA1475	PA4952	1.5
18220	PA1713	PA4967	1.5
18221	PA2118	PA4853	1.5
18222	PA3134	PA4433	1.5
18223	PA3770	PA4997	1.5
18224	PA3984	PA4412	1.5
18225	PA4232	PA5320	1.5
18226	PA4256	PA4665	1.5
18227	PA4272	PA4665	1.5
18228	PA4457	PA4952	1.5
18229	PA4484	PA4768	1.5
18230	PA0108	PA1175	1.5
18231	PA0139	PA5117	1.5
18232	PA0140	PA3547	1.5
18233	PA0140	PA5372	1.5
18234	PA0155	PA2416	1.5
18235	PA0196	PA1176	1.5
18236	PA0211	PA1982	1.5
18237	PA0228	PA2862	1.5
18238	PA0228	PA3570	1.5
18239	PA0231	PA4123	1.5
18240	PA0235	PA2516	1.5
18241	PA0265	PA3987	1.5
18242	PA0265	PA5170	1.5
18243	PA0265	PA5297	1.5
18244	PA0265	PA5308	0.5
18245	PA0266	PA0336	1.5
18246	PA0266	PA5060	1.5
18247	PA0300	PA0426	1.5
18248	PA0300	PA0969	1.5
18249	PA0301	PA4206	1.5
18250	PA0304	PA3790	1.5
18251	PA0341	PA1996	1.5
18252	PA0357	PA4660	1.5
18253	PA0381	PA3029	1.5
18254	PA0393	PA5170	1.5
18255	PA0395	PA1443	1.5
18256	PA0395	PA1444	1.5
18257	PA0411	PA1083	1.5
18258	PA0426	PA2853	1.5
18259	PA0427	PA1071	1.5
18260	PA0427	PA3000	1.5
18261	PA0447	PA0668	1.5
18262	PA0447	PA1409	1.5
18263	PA0447	PA4904	1.5
18264	PA0511	PA1000	1.5
18265	PA0511	PA2648	1.5
18266	PA0514	PA0998	1.5
18267	PA0514	PA3391	1.5
18268	PA0516	PA2905	1.5
18269	PA0516	PA2948	1.5
18270	PA0519	PA3391	1.5
18271	PA0520	PA2646	1.5
18272	PA0520	PA2648	1.5
18273	PA0523	PA0552	1.5
18274	PA0548	PA3452	1.5
18275	PA0649	PA3916	1.5
18276	PA0668	PA3475	1.5
18277	PA0668	PA5035	1.5
18278	PA0694	PA3383	1.5
18279	PA0707	PA2246	1.5
18280	PA0707	PA4547	1.5
18281	PA0710	PA2194	1.5
18282	PA0773	PA1988	1.5
18283	PA0795	PA5308	1.5
18284	PA0798	PA4813	1.5
18285	PA0835	PA2637	1.5
18286	PA0854	PA1172	1.5
18287	PA0854	PA2300	1.5
18288	PA0854	PA2999	1.5
18289	PA0865	PA0893	1.5
18290	PA0869	PA4522	1.5
18291	PA0888	PA1635	1.5
18292	PA0893	PA5255	1.5
18293	PA0896	PA2623	1.5
18294	PA0897	PA3121	1.5
18295	PA0898	PA2623	1.5
18296	PA0901	PA3570	1.5
18297	PA0923	PA2065	1.5
18298	PA0923	PA2570	1.5
18299	PA0927	PA1174	1.5
18300	PA0929	PA3000	1.5
18301	PA0929	PA3407	1.5
18302	PA0930	PA4597	1.5
18303	PA0936	PA4201	1.5
18304	PA0936	PA4414	1.5
18305	PA0936	PA4522	1.5
18306	PA0958	PA3561	1.5
18307	PA0994	PA1099	1.5
18308	PA0995	PA5296	1.5
18309	PA1000	PA3977	1.5
18310	PA1000	PA4920	1.5
18311	PA1003	PA1275	1.5
18312	PA1017	PA3917	1.5
18313	PA1019	PA4231	1.5
18314	PA1073	PA4067	1.5
18315	PA1077	PA4003	1.5
18316	PA1077	PA5012	1.5
18317	PA1079	PA4201	1.5
18318	PA1080	PA5044	1.5
18319	PA1081	PA5322	1.5
18320	PA1082	PA5009	1.5
18321	PA1083	PA5009	1.5
18322	PA1085	PA4084	1.5
18323	PA1097	PA1444	0.5
18324	PA1099	PA5262	1.5
18325	PA1101	PA4547	1.5
18326	PA1101	PA5161	1.5
18327	PA1101	PA5454	1.5
18328	PA1102	PA2132	1.5
18329	PA1104	PA3635	1.5
18330	PA1105	PA2144	1.5
18331	PA1124	PA5129	1.5
18332	PA1173	PA3391	1.5
18333	PA1173	PA3872	1.5
18334	PA1174	PA2647	1.5
18335	PA1175	PA4133	1.5
18336	PA1183	PA4231	1.5
18337	PA1246	PA3105	1.5
18338	PA1277	PA1989	1.5
18339	PA1281	PA2587	1.5
18340	PA1337	PA2744	1.5
18341	PA1338	PA3987	1.5
18342	PA1338	PA5170	1.5
18343	PA1393	PA1421	1.5
18344	PA1393	PA3068	1.5
18345	PA1409	PA2343	1.5
18346	PA1421	PA4439	1.5
18347	PA1422	PA5255	1.5
18348	PA1447	PA3805	1.5
18349	PA1448	PA5242	1.5
18350	PA1449	PA2064	1.5
18351	PA1449	PA2385	1.5
18352	PA1449	PA3546	1.5
18353	PA1452	PA2908	1.5
18354	PA1452	PA4236	1.5
18355	PA1453	PA1457	1.5
18356	PA1453	PA4550	1.5
18357	PA1453	PA5044	1.5
18358	PA1480	PA1770	1.5
18359	PA1480	PA3032	1.5
18360	PA1480	PA4975	1.5
18361	PA1481	PA4809	1.5
18362	PA1493	PA4206	1.5
18363	PA1493	PA4207	1.5
18364	PA1498	PA5351	1.5
18365	PA1524	PA2616	1.5
18366	PA1561	PA4761	1.5
18367	PA1580	PA3872	1.5
18368	PA1609	PA5112	1.5
18369	PA1634	PA3407	1.5
18370	PA1635	PA3407	1.5
18371	PA1690	PA1710	1.5
18372	PA1693	PA3805	1.5
18373	PA1694	PA1710	1.5
18374	PA1698	PA2522	1.5
18375	PA1706	PA3101	1.5
18376	PA1706	PA3221	1.5
18377	PA1707	PA3406	1.5
18378	PA1710	PA1719	1.5
18379	PA1710	PA1793	1.5
18380	PA1710	PA3095	1.5
18381	PA1726	PA2510	1.5
18382	PA1726	PA3560	1.5
18383	PA1770	PA4091	1.5
18384	PA1775	PA3068	1.5
18385	PA1812	PA1959	1.5
18386	PA1812	PA3013	1.5
18387	PA1812	PA4565	1.5
18388	PA1812	PA5304	1.5
18389	PA1838	PA4024	1.5
18390	PA1948	PA4235	1.5
18391	PA1959	PA2065	1.5
18392	PA1959	PA4001	1.5
18393	PA1959	PA4749	1.5
18394	PA1959	PA4760	1.5
18395	PA1973	PA2944	1.5
18396	PA1982	PA4901	1.5
18397	PA1988	PA3976	1.5
18398	PA1988	PA4663	1.5
18399	PA1989	PA3816	1.5
18400	PA1989	PA4663	1.5
18401	PA2019	PA3279	1.5
18402	PA2065	PA2397	1.5
18403	PA2065	PA2399	1.5
18404	PA2248	PA3482	1.5
18405	PA2250	PA5214	1.5
18406	PA2265	PA3366	1.5
18407	PA2300	PA2507	1.5
18408	PA2395	PA2399	1.5
18409	PA2395	PA3103	1.5
18410	PA2397	PA4231	1.5
18411	PA2398	PA4158	1.5
18412	PA2398	PA5287	1.5
18413	PA2414	PA2516	1.5
18414	PA2416	PA3366	1.5
18415	PA2425	PA3477	1.5
18416	PA2426	PA3006	1.5
18417	PA2510	PA3331	1.5
18418	PA2512	PA4091	1.5
18419	PA2512	PA5354	1.5
18420	PA2522	PA3608	1.5
18421	PA2532	PA5160	1.5
18422	PA2570	PA4945	1.5
18423	PA2574	PA3366	1.5
18424	PA2587	PA4731	1.5
18425	PA2623	PA5372	1.5
18426	PA2624	PA3391	1.5
18427	PA2637	PA4809	1.5
18428	PA2639	PA4810	1.5
18429	PA2640	PA3397	1.5
18430	PA2644	PA5304	1.5
18431	PA2648	PA4569	1.5
18432	PA2688	PA4231	1.5
18433	PA2688	PA4601	1.5
18434	PA2744	PA5036	1.5
18435	PA2755	PA3655	1.5
18436	PA2755	PA4261	1.5
18437	PA2755	PA4263	1.5
18438	PA2787	PA4864	1.5
18439	PA2850	PA3115	1.5
18440	PA2853	PA5160	1.5
18441	PA2907	PA3439	1.5
18442	PA2923	PA5287	1.5
18443	PA2925	PA5213	1.5
18444	PA2944	PA3915	1.5
18445	PA2961	PA5319	1.5
18446	PA2998	PA3873	1.5
18447	PA3014	PA3482	1.5
18448	PA3014	PA3987	1.5
18449	PA3161	PA4572	1.5
18450	PA3176	PA3408	1.5
18451	PA3183	PA4640	1.5
18452	PA3186	PA3563	1.5
18453	PA3194	PA4123	1.5
18454	PA3195	PA3395	1.5
18455	PA3195	PA5161	1.5
18456	PA3217	PA4468	1.5
18457	PA3227	PA5053	1.5
18458	PA3257	PA5080	1.5
18459	PA3280	PA4158	1.5
18460	PA3364	PA3477	1.5
18461	PA3366	PA5350	1.5
18462	PA3383	PA4221	1.5
18463	PA3391	PA4370	1.5
18464	PA3392	PA5297	1.5
18465	PA3393	PA3879	1.5
18466	PA3397	PA4640	1.5
18467	PA3397	PA4812	1.5
18468	PA3452	PA5215	1.5
18469	PA3524	PA3561	1.5
18470	PA3524	PA4114	1.5
18471	PA3541	PA4545	1.5
18472	PA3542	PA5242	1.5
18473	PA3543	PA4410	1.5
18474	PA3543	PA4700	1.5
18475	PA3549	PA5454	1.5
18476	PA3550	PA4003	1.5
18477	PA3556	PA4370	1.5
18478	PA3646	PA4700	1.5
18479	PA3657	PA4176	1.5
18480	PA3658	PA5035	1.5
18481	PA3737	PA5080	1.5
18482	PA3777	PA4660	1.5
18483	PA3805	PA4547	1.5
18484	PA3823	PA5014	1.5
18485	PA3857	PA5112	1.5
18486	PA3901	PA5450	1.5
18487	PA3916	PA4053	1.5
18488	PA4001	PA5448	1.5
18489	PA4024	PA4443	1.5
18490	PA4110	PA4723	1.5
18491	PA4124	PA5192	1.5
18492	PA4138	PA5214	1.5
18493	PA4153	PA4905	1.5
18494	PA4207	PA4876	1.5
18495	PA4208	PA4999	1.5
18496	PA4225	PA5287	1.5
18497	PA4310	PA4723	1.5
18498	PA4370	PA5565	1.5
18499	PA4418	PA5161	1.5
18500	PA4418	PA5449	1.5
18501	PA4418	PA5453	1.5
18502	PA4439	PA5170	1.5
18503	PA4446	PA4542	1.5
18504	PA4464	PA5268	1.5
18505	PA4545	PA5161	1.5
18506	PA4777	PA5125	1.5
18507	PA4777	PA5360	1.5
18508	PA0408	PA2686	1.5
18509	PA0970	PA0972	1.5
18510	PA1713	PA5483	1.5
18511	PA1715	PA1724	1.5
18512	PA1869	PA5174	1.5
18513	PA2195	PA3584	1.5
18514	PA2396	PA5338	1.5
18515	PA2641	PA3621	1.5
18516	PA2686	PA4776	1.5
18517	PA0033	PA0034	1.5
18518	PA0132	PA0447	1.5
18519	PA0143	PA3686	1.5
18520	PA0153	PA1770	1.5
18521	PA0153	PA2008	1.5
18522	PA0153	PA2509	1.5
18523	PA0153	PA2796	1.5
18524	PA0153	PA3194	1.5
18525	PA0153	PA3195	1.5
18526	PA0153	PA3635	1.5
18527	PA0195	PA0649	1.5
18528	PA0195	PA0854	1.5
18529	PA0245	PA0353	1.5
18530	PA0265	PA0932	1.5
18531	PA0265	PA3013	1.5
18532	PA0265	PA4125	1.5
18533	PA0265	PA4443	1.5
18534	PA0266	PA2290	1.5
18535	PA0288	PA5140	1.5
18536	PA0316	PA0447	1.5
18537	PA0316	PA4695	1.5
18538	PA0316	PA5036	1.5
18539	PA0331	PA3735	0.5
18540	PA0353	PA0501	1.5
18541	PA0353	PA5215	1.5
18542	PA0374	PA1475	1.5
18543	PA0402	PA0437	1.5
18544	PA0402	PA0865	1.5
18545	PA0407	PA5034	1.5
18546	PA0430	PA3418	1.5
18547	PA0437	PA0849	1.5
18548	PA0437	PA5425	1.5
18549	PA0447	PA2343	1.5
18550	PA0447	PA3181	1.5
18551	PA0463	PA4776	1.5
18552	PA0500	PA4729	1.5
18553	PA0552	PA2649	1.5
18554	PA0590	PA3108	1.5
18555	PA0609	PA5035	1.5
18556	PA0649	PA3068	1.5
18557	PA0668	PA0956	1.5
18558	PA0782	PA2248	1.5
18559	PA0849	PA2991	1.5
18560	PA0849	PA3654	1.5
18561	PA0854	PA2645	1.5
18562	PA0854	PA3560	1.5
18563	PA0854	PA3569	1.5
18564	PA0865	PA1750	1.5
18565	PA0865	PA5172	1.5
18566	PA0870	PA4976	1.5
18567	PA0872	PA1421	1.5
18568	PA0872	PA4442	1.5
18569	PA0872	PA5141	1.5
18570	PA0887	PA1838	1.5
18571	PA0887	PA3182	1.5
18572	PA0888	PA2926	1.5
18573	PA0889	PA1946	1.5
18574	PA0929	PA4776	1.5
18575	PA0932	PA1337	1.5
18576	PA0932	PA3658	1.5
18577	PA0970	PA4597	1.5
18578	PA1084	PA1443	1.5
18579	PA1179	PA1898	1.5
18580	PA1318	PA2623	1.5
18581	PA1318	PA2624	1.5
18582	PA1421	PA1843	1.5
18583	PA1498	PA2508	1.5
18584	PA1515	PA3570	1.5
18585	PA1585	PA4847	1.5
18586	PA1609	PA3014	1.5
18587	PA1690	PA3103	1.5
18588	PA1697	PA3103	1.5
18589	PA1713	PA2622	1.5
18590	PA1715	PA3842	1.5
18591	PA1719	PA3098	1.5
18592	PA1725	PA3102	1.5
18593	PA1770	PA2644	1.5
18594	PA1794	PA4258	1.5
18595	PA1794	PA4768	1.5
18596	PA1806	PA2001	1.5
18597	PA1927	PA5379	1.5
18598	PA2008	PA2623	1.5
18599	PA2008	PA4125	1.5
18600	PA2248	PA4565	1.5
18601	PA2248	PA5013	0.5
18602	PA2250	PA2629	1.5
18603	PA2250	PA3621	1.5
18604	PA2250	PA4640	1.5
18605	PA2253	PA3816	1.5
18606	PA2272	PA4700	1.5
18607	PA2290	PA3194	1.5
18608	PA2290	PA5416	1.5
18609	PA2290	PA5419	1.5
18610	PA2612	PA4258	1.5
18611	PA2615	PA3245	1.5
18612	PA2617	PA5315	1.5
18613	PA2623	PA3569	1.5
18614	PA2637	PA4732	1.5
18615	PA2640	PA5557	1.5
18616	PA2643	PA4812	1.5
18617	PA2644	PA2796	1.5
18618	PA2647	PA2796	1.5
18619	PA2686	PA3477	1.5
18620	PA2686	PA5200	1.5
18621	PA2709	PA4930	1.5
18622	PA2796	PA4812	1.5
18623	PA2943	PA3418	1.5
18624	PA2943	PA4930	1.5
18625	PA2948	PA5259	1.5
18626	PA2978	PA4406	1.5
18627	PA2978	PA4484	1.5
18628	PA3013	PA3751	1.5
18629	PA3108	PA5015	1.5
18630	PA3108	PA5322	1.5
18631	PA3134	PA4567	1.5
18632	PA3152	PA4756	1.5
18633	PA3194	PA5015	1.5
18634	PA3475	PA4588	1.5
18635	PA3477	PA3540	1.5
18636	PA3643	PA4417	1.5
18637	PA3653	PA3742	1.5
18638	PA3687	PA5553	1.5
18639	PA3700	PA4976	1.5
18640	PA3742	PA4934	1.5
18641	PA3777	PA4946	1.5
18642	PA3816	PA5302	1.5
18643	PA3970	PA5336	1.5
18644	PA4484	PA4672	1.5
18645	PA4569	PA4971	1.5
18646	PA4572	PA5053	1.5
18647	PA4572	PA5224	1.5
18648	PA4597	PA5479	1.5
18649	PA4613	PA4945	1.5
18650	PA4626	PA5060	1.5
18651	PA4693	PA5112	1.5
18652	PA4728	PA5320	1.5
18653	PA4731	PA4758	1.5
18654	PA4744	PA4997	1.5
18655	PA4808	PA5489	1.5
18656	PA4829	PA4971	1.5
18657	PA4845	PA5053	1.5
18658	PA4956	PA5355	1.5
18659	PA4971	PA5056	1.5
18660	PA5018	PA5080	1.5
18661	PA5040	PA5041	1.5
18662	PA5129	PA5223	1.5
18663	PA5192	PA5297	1.5
18664	PA0009	PA2623	1.5
18665	PA0018	PA0662	1.5
18666	PA0019	PA3007	1.5
18667	PA0019	PA4262	1.0
18668	PA0024	PA0997	1.5
18669	PA4665	PA4808	1.5
18670	PA4720	PA4740	1.5
18671	PA4742	PA5239	1.5
18672	PA0409	PA4915	1.5
18673	PA0410	PA0757	1.5
18674	PA0410	PA2652	1.5
18675	PA0410	PA5512	1.5
18676	PA0501	PA5036	1.5
18677	PA0548	PA2247	1.5
18678	PA0743	PA1576	1.5
18679	PA0756	PA4309	1.5
18680	PA0756	PA4915	1.5
18681	PA0810	PA4695	1.5
18682	PA1157	PA1336	1.5
18683	PA1158	PA1637	1.5
18684	PA1260	PA2351	1.5
18685	PA1437	PA5199	1.5
18686	PA1458	PA3348	1.5
18687	PA1459	PA1646	0.5
18688	PA1737	PA2767	1.5
18689	PA2408	PA4143	1.5
18690	PA3045	PA4777	1.5
18691	PA3349	PA5199	1.5
18692	PA3416	PA4152	0.5
18693	PA3459	PA5036	1.5
18694	PA3705	PA4546	1.5
18695	PA4310	PA4547	1.5
18696	PA4776	PA5199	1.5
18697	PA4957	PA5067	1.5
18698	PA0342	PA1004	1.5
18699	PA0342	PA3975	1.5
18700	PA0342	PA4314	1.5
18701	PA0342	PA4919	1.5
18702	PA0342	PA4920	1.5
18703	PA0363	PA0546	1.5
18704	PA0363	PA5046	1.5
18705	PA0373	PA4559	1.5
18706	PA0402	PA3735	1.5
18707	PA0407	PA3118	1.5
18708	PA0407	PA5413	1.5
18709	PA0430	PA1585	1.5
18710	PA0430	PA5039	1.5
18711	PA0430	PA5549	1.5
18712	PA0432	PA0546	1.5
18713	PA0432	PA1004	1.5
18714	PA0432	PA1162	1.5
18715	PA0432	PA4565	1.5
18716	PA0432	PA4694	1.5
18717	PA0432	PA4696	1.5
18718	PA0432	PA5066	1.5
18719	PA0432	PA5142	1.5
18720	PA0504	PA4655	1.5
18721	PA0546	PA1585	1.5
18722	PA0551	PA4696	1.5
18723	PA0551	PA4730	1.5
18724	PA0551	PA4919	1.5
18725	PA0551	PA4920	1.5
18726	PA0551	PA5192	1.5
18727	PA0551	PA5427	1.5
18728	PA0577	PA1532	1.5
18729	PA0593	PA3816	1.5
18730	PA0945	PA2629	1.5
18731	PA0945	PA3637	1.5
18732	PA0956	PA4483	1.5
18733	PA0967	PA5050	1.5
18734	PA1004	PA4529	1.5
18735	PA1004	PA4602	1.5
18736	PA1004	PA5063	1.5
18737	PA1010	PA1587	1.5
18738	PA1010	PA4920	1.0
18739	PA1162	PA3117	1.5
18740	PA1162	PA4602	1.5
18741	PA1162	PA5039	1.5
18742	PA1278	PA4529	1.5
18743	PA1278	PA4669	1.5
18744	PA1375	PA1546	1.5
18745	PA1375	PA1674	1.5
18746	PA1529	PA2961	1.5
18747	PA1532	PA5493	1.5
18748	PA1546	PA1796	1.5
18749	PA1546	PA4669	1.5
18750	PA1585	PA2709	1.5
18751	PA1585	PA3525	1.5
18752	PA1585	PA3537	1.5
18753	PA1585	PA4732	1.5
18754	PA1587	PA1794	1.5
18755	PA1681	PA1750	1.5
18756	PA1681	PA5172	1.5
18757	PA1750	PA4602	1.5
18758	PA1794	PA3987	1.5
18759	PA1794	PA4696	1.5
18760	PA1794	PA5066	1.5
18761	PA1794	PA5142	1.5
18762	PA1795	PA3482	1.5
18763	PA1796	PA3975	1.5
18764	PA1796	PA4053	1.5
18765	PA1796	PA4314	0.5
18766	PA1796	PA4919	1.5
18767	PA2007	PA3193	1.5
18768	PA2007	PA5418	1.5
18769	PA2290	PA4412	1.5
18770	PA2624	PA5063	1.5
18771	PA2647	PA5556	1.5
18772	PA2709	PA5119	1.5
18773	PA2740	PA3482	1.5
18774	PA2943	PA5119	1.5
18775	PA2994	PA3809	1.5
18776	PA3111	PA4053	1.5
18777	PA3111	PA4730	1.5
18778	PA3117	PA5025	1.5
18779	PA3117	PA5172	1.5
18780	PA3117	PA5215	1.5
18781	PA3117	PA5413	1.5
18782	PA3117	PA5495	1.5
18783	PA3525	PA4602	1.5
18784	PA3525	PA5119	1.5
18785	PA3537	PA5119	1.5
18786	PA3637	PA4670	1.5
18787	PA3735	PA3769	1.5
18788	PA3735	PA4694	1.5
18789	PA3735	PA4729	1.5
18790	PA3735	PA4846	1.5
18791	PA3735	PA5066	1.5
18792	PA3735	PA5143	1.5
18793	PA3735	PA5171	1.5
18794	PA3736	PA4666	1.5
18795	PA3807	PA4646	1.5
18796	PA3834	PA5013	1.5
18797	PA3976	PA4056	1.5
18798	PA3999	PA4412	1.5
18799	PA4006	PA5260	1.5
18800	PA4007	PA5320	1.5
18801	PA4042	PA4232	1.5
18802	PA4043	PA4524	1.5
18803	PA4043	PA5203	1.5
18804	PA4044	PA5203	1.5
18805	PA4056	PA4695	1.5
18806	PA4253	PA4260	1.5
18807	PA4263	PA4267	1.5
18808	PA4263	PA4274	1.5
18809	PA4264	PA4268	1.5
18810	PA4376	PA5320	1.5
18811	PA4633	PA5125	1.5
18812	PA4915	PA5166	1.5
18813	PA4920	PA4973	1.5
18814	PA5034	PA5063	1.5
18815	PA5036	PA5298	1.5
18816	PA5124	PA5511	1.5
18817	PA5165	PA5360	1.5
18818	PA5298	PA5541	1.5
18819	PA0078	PA0081	1.5
18820	PA1671	PA2341	1.5
18821	PA2341	PA4457	1.5
18822	PA3147	PA5010	1.5
18823	PA4019	PA5320	1.5
18824	PA4694	PA5322	1.5
18825	PA4758	PA4839	1.5
18826	PA5041	PA5042	1.5
18827	PA5143	PA5322	1.5
18828	PA4776	PA5261	1.5
18829	PA4776	PA5360	1.5
18830	PA4853	PA5125	0.5
18831	PA0005	PA0106	1.5
18832	PA1586	PA4847	1.5
18833	PA1586	PA4944	1.5
18834	PA1671	PA4457	1.5
18835	PA2341	PA4952	1.5
18836	PA2499	PA3767	1.5
18837	PA4563	PA5056	1.5
18838	PA4666	PA5035	1.5
18839	PA4733	PA5131	1.5
18840	PA4853	PA5356	0.5
18841	PA5140	PA5323	1.5
18842	PA0008	PA0649	1.5
18843	PA0009	PA0297	1.5
18844	PA0018	PA2623	1.5
18845	PA0023	PA2153	1.5
18846	PA0409	PA4307	1.5
18847	PA0928	PA4547	1.5
18848	PA1070	PA5500	1.5
18849	PA4546	PA5125	1.5
18850	PA4655	PA4695	1.5
18851	PA4695	PA5100	1.5
18852	PA4758	PA5204	0.5
18853	PA4759	PA5173	1.5
18854	PA5142	PA5278	1.5
18855	PA0303	PA2923	1.5
18856	PA0408	PA2118	1.5
18857	PA0463	PA1636	1.5
18858	PA1337	PA2253	1.5
18859	PA3770	PA4952	1.5
18860	PA0002	PA3617	1.5
18861	PA0009	PA1928	1.5
18862	PA0009	PA4007	1.5
18863	PA0018	PA0895	1.5
18864	PA0018	PA3792	1.5
18865	PA0018	PA4696	1.5
18866	PA0024	PA1987	1.5
18867	PA0024	PA4973	1.5
18868	PA0025	PA2740	1.5
18869	PA0408	PA4310	1.5
18870	PA0518	PA0519	1.5
18871	PA0771	PA5562	1.5
18872	PA0872	PA0904	1.5
18873	PA0944	PA5321	1.5
18874	PA1529	PA4992	1.5
18875	PA1585	PA2248	1.5
18876	PA2424	PA2425	1.5
18877	PA2612	PA3700	1.5
18878	PA3650	PA3814	1.5
18879	PA4263	PA5316	1.5
18880	PA4265	PA4266	1.0
18881	PA4688	PA5500	1.5
18882	PA4756	PA5322	1.5
18883	PA4758	PA5036	0.5
18884	PA1179	PA1713	1.5
18885	PA2054	PA2492	1.5
18886	PA0005	PA3736	1.5
18887	PA0009	PA4957	1.5
18888	PA0330	PA5332	1.5
18889	PA0536	PA0537	1.5
18890	PA0579	PA3653	1.5
18891	PA0580	PA0771	1.5
18892	PA0580	PA2619	1.5
18893	PA0580	PA4433	1.5
18894	PA0594	PA4242	1.5
18895	PA0617	PA0621	1.5
18896	PA0858	PA0860	1.5
18897	PA0904	PA2250	1.5
18898	PA1025	PA1028	1.5
18899	PA1049	PA1987	1.5
